Time,Sub:1:Ln:1,Sub:1:Ln:1.1,Sub:1:Ln:1.2,Sub:1:Ln:1.3,Sub:1:Ln:1-11,Sub:1:Ln:1-11.1,Sub:1:Ln:1-11.2,Sub:1:Ln:1-11.3,Sub:1:Ln:1-11.4
248.8659,202.6172,-88.947,29.0253,175.6778,60.0,0.0005,-98.3307,0.2089,-66.1161
248.8989,202.6087,-88.6234,28.985,177.1741,60.0,0.0037,-162.7472,0.042,-85.8677
248.9319,202.6253,-88.2759,29.3468,175.8688,60.0,0.0039,78.8891,0.2452,143.8657
248.9659,202.6257,-87.9386,28.8653,176.348,60.0,0.0033,38.6885,0.0984,-119.881
248.9989,202.6146,-87.611,29.3955,176.4614,60.0,0.0023,71.9829,0.1111,127.6399
249.0319,202.6327,-87.2661,29.378,174.9813,60.0,0.0009,-155.7445,0.1844,-101.5191
249.0659,202.6289,-86.9289,29.1813,175.6723,60.0,0.0009,-100.7601,0.2838,-148.2547
249.0989,202.6394,-86.5873,29.2973,174.3334,60.0,0.0007,59.4683,0.227,92.4197
249.1319,202.6367,-86.2413,29.6549,173.1002,60.0,0.0009,-32.2687,0.025,-24.7825
249.1659,202.6248,-85.9113,30.0095,174.0628,60.0,0.0008,-148.6373,0.1616,131.1875
249.1989,202.6337,-85.5743,29.9457,171.8804,60.0,0.0032,-5.6855,0.1361,-157.9207
249.2319,202.6311,-85.2441,30.4887,170.8404,60.0,0.0037,-103.3867,0.2012,-75.1559
249.2658,202.6314,-84.9144,30.5987,170.9117,60.0,0.0022,44.282,0.1139,135.0607
249.2989,202.6286,-84.5841,30.7331,169.9828,60.0,0.0039,170.0774,0.1468,-114.3259
249.3319,202.6178,-84.2601,31.2698,169.9778,60.0,0.0015,52.678,0.0762,136.2087
249.3658,202.6222,-83.941,31.0845,169.0068,60.0,0.0051,-62.2165,0.0828,-98.7523
249.3988,202.6177,-83.6206,31.3736,168.0827,60.0,0.0009,-6.2388,0.0351,-123.3796
249.4319,202.6153,-83.3027,31.8941,167.1201,60.0,0.0037,95.0708,0.1488,-166.5033
249.4658,202.6135,-82.9868,32.1874,166.9327,60.0,0.0026,5.3502,0.2455,73.2342
249.4988,202.6172,-82.661,32.5873,165.1836,60.0,0.002,176.9903,0.2179,-106.6306
249.5318,202.5904,-82.3547,32.3796,165.5881,60.0,0.0024,146.0409,0.0112,126.5864
249.5658,202.5977,-82.0462,33.0932,164.7999,60.0,0.0044,117.8108,0.0863,-57.2304
249.5988,202.6162,-81.7127,33.265,163.077,60.0,0.003,-176.1659,0.1493,127.1479
249.6318,202.5915,-81.4132,34.0193,163.7394,60.0,0.001,-100.1835,0.2928,-156.2418
249.6658,202.6054,-81.0948,34.1127,161.7577,60.0,0.0036,-117.7699,0.2989,-130.7712
249.6988,202.5899,-80.7845,34.5929,161.9961,60.0,0.0005,146.0256,0.1289,-118.9614
249.7318,202.5928,-80.4829,34.7542,162.7058,60.0,0.0036,-176.7161,0.2222,-132.6289
249.7658,202.604,-80.1705,35.0969,161.9924,60.0,0.0018,122.7567,0.2266,178.1967
249.7988,202.6013,-79.8723,35.0002,162.6614,60.0,0.0048,-116.0546,0.1572,-167.2514
249.8318,202.6055,-79.5636,35.2812,162.1323,60.0,0.0016,-60.7212,0.2406,-174.623
249.8658,202.6012,-79.2622,35.4495,162.0241,60.0,0.0035,100.9859,0.3438,128.6883
249.8988,202.6037,-78.964,35.5276,162.7955,60.0,0.0008,-63.537,0.1071,-77.7058
249.9318,202.5961,-78.6687,35.7698,162.5989,60.0,0.0021,-151.8769,0.1589,-177.4867
249.9658,202.5961,-78.3698,35.9624,162.8361,60.0,0.0028,-131.9391,0.171,-174.3005
249.9988,202.5867,-78.0734,35.8877,162.8197,60.0,0.0005,171.1139,0.2254,168.2174
250.0318,202.5857,-77.7779,36.1016,163.1308,60.0,0.0021,178.6753,0.1203,-105.0501
250.0658,202.5877,-77.4837,35.6088,163.2266,60.0,0.0012,-80.6086,0.0571,136.9667
250.0988,202.575,-77.1933,36.0041,163.4855,60.0,0.003,79.3897,0.1297,153.2185
250.1318,202.5772,-76.9016,35.7214,162.8034,60.0,0.0007,-14.0908,0.0747,-108.6493
250.1658,202.5674,-76.6108,35.7844,163.6128,60.0,0.0018,-58.8292,0.214,163.7031
250.1988,202.566,-76.3297,36.0117,164.2779,60.0,0.0011,24.5018,0.2454,-163.8139
250.2318,202.5765,-76.0378,35.8068,164.8733,60.0,0.0036,118.0284,0.2056,-114.9927
250.2658,202.5741,-75.7463,35.8278,164.5877,60.0,0.0027,-13.5045,0.2285,-142.3164
250.2988,202.561,-75.4666,35.3035,165.7094,60.0,0.0027,-65.0939,0.2445,158.6532
250.3318,202.5595,-75.1874,35.3202,166.813,60.0,0.0024,171.5656,0.0652,101.0911
250.3658,202.5627,-74.8927,35.1044,166.1091,60.0,0.0029,76.8219,0.0843,124.8269
250.3988,202.5475,-74.6135,35.2736,167.5203,60.0,0.0045,-37.1907,0.1772,-169.6776
250.4318,202.5651,-74.3204,34.9867,167.3672,60.0,0.0003,82.6881,0.2424,179.1183
250.4658,202.5542,-74.0352,34.7024,167.7777,60.0,0.0013,-89.8298,0.1909,-89.0324
250.4988,202.5546,-73.7563,35.0402,169.1177,60.0,0.0023,4.9298,0.1105,-143.8173
250.5318,202.5602,-73.4616,34.682,169.2867,60.0,0.005,20.7762,0.1621,-130.3577
250.5658,202.55,-73.1764,34.5355,170.2961,60.0,0.001,101.8901,0.3019,60.0791
250.5988,202.5714,-72.8826,34.3644,170.1674,60.0,0.0037,-63.0291,0.0353,18.0287
250.6318,202.5586,-72.602,34.4935,171.6296,60.0,0.0077,-90.592,0.168,174.4425
250.6658,202.5554,-72.3223,33.9876,172.6922,60.0,0.0032,61.78,0.0889,158.5739
250.6988,202.5713,-72.0228,34.1199,173.1756,60.0,0.0025,-21.1782,0.0757,106.146
250.7318,202.5518,-71.74,33.8679,173.6861,60.0,0.0032,141.5523,0.1583,152.0945
250.7658,202.5589,-71.4533,33.7687,174.1359,60.0,0.0037,-58.1269,0.0959,-160.5758
250.7988,202.5607,-71.1631,33.4215,174.7002,60.0,0.0025,-9.5988,0.144,-174.1499
250.8318,202.561,-70.8714,32.9782,176.0605,60.0,0.001,80.4353,0.0248,83.827
250.8658,202.5608,-70.584,32.9206,177.2114,60.0,0.0025,76.1511,0.0889,-165.1491
250.8988,202.5751,-70.2868,32.9257,177.4742,60.0,0.0035,-145.3745,0.3645,-137.3633
250.9318,202.5661,-69.9884,33.093,178.293,60.0,0.0012,157.1575,0.1147,-143.6488
250.9658,202.5673,-69.7045,32.5572,179.2243,60.0,0.0022,46.6409,0.1397,-118.1409
250.9988,202.5851,-69.3985,32.3913,178.334,60.0,0.0041,-132.1115,0.05,-89.3833
251.0318,202.5784,-69.0993,32.4219,179.4084,60.0,0.0018,138.0374,0.193,-58.1125
251.0658,202.5778,-68.7972,32.6379,179.5445,60.0,0.0035,-147.9965,0.1765,68.2378
251.0988,202.5816,-68.4906,32.7077,178.8769,60.0,0.0039,-124.857,0.0403,-104.9298
251.1318,202.5646,-68.1989,32.873,-179.7989,60.0,0.0002,73.5474,0.1312,-150.4208
251.1658,202.5962,-67.8843,32.7908,179.4139,60.0,0.0019,97.4719,0.0848,77.5679
251.1988,202.5901,-67.5714,33.072,179.5962,60.0,0.0027,0.5681,0.0767,-100.9827
251.2318,202.5935,-67.2647,33.1438,179.485,60.0,0.0035,-1.5572,0.0782,79.8428
251.2658,202.6008,-66.9409,33.1522,179.2602,60.0,0.0044,16.1063,0.1225,-67.026
251.2988,202.5957,-66.6275,33.1342,-179.9985,60.0,0.0014,-120.7773,0.1367,172.7501
251.3318,202.6016,-66.3119,33.3464,179.5155,60.0,0.0016,81.0827,0.0699,-155.9533
251.3658,202.6197,-65.9816,33.5391,179.7803,60.0,0.0019,-67.6968,0.0928,102.368
251.3988,202.6027,-65.6681,33.3184,-178.8417,60.0,0.0014,141.5649,0.1862,139.3443
251.4318,202.6246,-65.3336,33.5431,-179.1858,60.0,0.0012,133.1919,0.1624,-116.1378
251.4658,202.626,-64.9931,33.7372,-179.5608,60.0,0.0014,38.9095,0.14,109.8653
251.4988,202.6194,-64.667,33.4593,-179.0146,60.0,0.002,-76.8417,0.0866,136.7606
251.5318,202.631,-64.3292,33.486,-178.0315,60.0,0.0034,153.8287,0.032,-16.3446
251.5658,202.6309,-63.9852,33.7957,-177.9888,60.0,0.0009,28.1695,0.179,-45.2128
251.5988,202.641,-63.6367,33.8732,-178.427,60.0,0.0018,132.4095,0.0931,-172.4349
251.6318,202.6402,-63.2878,33.7783,-178.513,60.0,0.0011,145.203,0.2015,125.3141
251.6658,202.6539,-62.9276,33.9581,-178.1797,60.0,0.0013,-107.1902,0.0242,-150.1022
251.6988,202.6475,-62.5712,33.8004,-177.4851,60.0,0.0033,-3.9422,0.0752,177.0333
251.7318,202.6447,-62.2121,33.8434,-177.8432,60.0,0.0021,-68.8259,0.0997,141.2245
251.7658,202.6397,-61.853,34.1899,-177.4,60.0,0.0017,-82.8183,0.1757,-162.3861
251.7988,202.638,-61.4921,34.0791,-176.7483,60.0,0.0052,158.8032,0.0759,132.6975
251.8318,202.641,-61.1162,34.1615,-176.8354,60.0,0.0025,-9.4623,0.0277,-102.0083
251.8658,202.6269,-60.7587,33.9439,-175.2428,60.0,0.0021,-56.3401,0.1079,-116.9564
251.8988,202.6329,-60.3908,33.9935,-175.043,60.0,0.0055,167.1611,0.2004,-154.2484
251.9318,202.6385,-60.0124,33.8092,-174.2673,60.0,0.0036,-54.3094,0.1466,0.4368
251.9658,202.6286,-59.6413,33.7236,-173.4692,60.0,0.0024,-160.52,0.0942,-126.5577
251.9988,202.6409,-59.2613,33.6213,-173.6236,60.0,0.0016,133.8305,0.0997,113.0036
252.0318,202.6416,-58.8776,33.9444,-173.4175,60.0,0.0028,-37.115,0.1405,-168.997
252.0658,202.649,-58.494,33.7893,-172.995,60.0,0.0009,153.93,0.0492,129.1723
252.0988,202.664,-58.1019,34.122,-173.6213,60.0,0.0037,-126.5136,0.1566,-57.3047
252.1318,202.6598,-57.7118,33.9272,-174.0789,60.0,0.0016,66.857,0.0733,166.0778
252.1658,202.6591,-57.3239,34.5046,-174.2814,60.0,0.0011,-55.0705,0.2286,118.967
252.1988,202.6675,-56.935,34.8273,-174.2578,60.0,0.0017,-80.9191,0.3121,152.2166
252.2318,202.6731,-56.5432,34.8412,-174.1313,60.0,0.0047,20.6993,0.2362,-89.1332
252.2658,202.6731,-56.1491,35.2606,-174.3101,60.0,0.0024,-170.5847,0.1395,-10.8364
252.2988,202.6623,-55.7694,35.2798,-173.3913,60.0,0.0038,-168.5876,0.0452,5.3259
252.3318,202.6607,-55.3849,35.4975,-173.9352,60.0,0.0017,73.6847,0.1872,144.3122
252.3658,202.6522,-54.9997,35.3214,-173.8577,60.0,0.0049,-128.1736,0.1626,-39.2345
252.3988,202.6558,-54.6193,35.7768,-173.3616,60.0,0.0013,35.5567,0.0442,-134.6531
252.4318,202.6408,-54.2395,35.6502,-173.4993,60.0,0.0038,136.9781,0.1695,99.2312
252.4658,202.6448,-53.8602,35.62,-172.1753,60.0,0.0027,49.3619,0.2542,130.9501
252.4988,202.6495,-53.4651,36.341,-173.3469,60.0,0.0034,16.0939,0.1432,161.4316
252.5318,202.6396,-53.088,36.3255,-173.0696,60.0,0.0015,-44.4436,0.0243,68.8006
252.5658,202.6258,-52.7126,36.2003,-173.4432,60.0,0.0022,-92.2134,0.0954,35.2096
252.5988,202.6215,-52.3293,36.844,-174.4216,60.0,0.0034,151.3625,0.1757,145.7731
252.6318,202.6168,-51.9531,37.122,-174.2711,60.0,0.0012,-129.3741,0.1772,-157.5167
252.6658,202.6197,-51.5709,37.6258,-174.8184,60.0,0.0029,34.455,0.4369,66.0929
252.6988,202.6023,-51.1988,38.007,-175.0732,60.0,0.0018,-19.8049,0.0711,-175.6485
252.7318,202.5904,-50.8384,37.8529,-174.6498,60.0,0.0028,-135.0224,0.0277,179.5193
252.7658,202.5997,-50.4671,38.1315,-175.2803,60.0,0.0013,172.072,0.0985,140.8723
252.7988,202.5753,-50.1117,38.1347,-174.6214,60.0,0.0024,-108.8767,0.2575,148.6464
252.8318,202.5759,-49.7621,38.5416,-174.3145,60.0,0.0018,-152.0813,0.1296,96.8895
252.8658,202.5682,-49.4071,38.3703,-174.3659,60.0,0.0038,-166.1773,0.1605,129.9201
252.8988,202.5641,-49.0587,38.6734,-173.9232,60.0,0.003,-118.2595,0.2009,126.2001
252.9318,202.5591,-48.7178,38.7366,-173.2919,60.0,0.0007,105.2399,0.1365,-62.1949
252.9658,202.5639,-48.376,38.6114,-173.5543,60.0,0.0013,-17.008,0.2906,66.8099
252.9988,202.5585,-48.0313,38.9116,-173.4142,60.0,0.0047,-39.1895,0.2517,165.5824
253.0318,202.5564,-47.6946,39.1438,-173.5003,60.0,0.0008,-81.2131,0.1075,81.3274
253.0658,202.5596,-47.3601,39.0476,-173.4284,60.0,0.0002,-99.7134,0.1337,-120.2615
253.0988,202.5576,-47.0219,39.3687,-173.3874,60.0,0.0025,48.5118,0.0542,83.8427
253.1318,202.5524,-46.6848,39.738,-173.6042,60.0,0.0014,-20.1396,0.1045,172.5122
253.1658,202.5414,-46.3548,39.8823,-173.5596,60.0,0.0029,55.8949,0.121,93.3757
253.1988,202.5375,-46.037,39.7206,-172.3451,60.0,0.0013,90.1909,0.0433,-146.8675
253.2318,202.5501,-45.7059,39.7309,-172.909,60.0,0.0009,-165.1358,0.0696,139.0619
253.2658,202.5351,-45.3731,39.909,-172.0215,60.0,0.003,-46.1589,0.0988,97.5775
253.2988,202.5244,-45.0551,39.8954,-171.3727,60.0,0.0004,30.5338,0.146,-154.1525
253.3318,202.5254,-44.7641,39.7356,-171.5369,60.0,0.0066,-69.532,0.0993,90.6005
253.3658,202.5275,-44.4451,39.3463,-170.219,60.0,0.0034,-7.7384,0.0914,128.084
253.3988,202.5286,-44.1239,39.6674,-170.2695,60.0,0.0029,-75.2448,0.1546,147.7775
253.4318,202.5409,-43.8,39.4444,-170.22,60.0,0.0031,-151.6225,0.2507,148.4286
253.4658,202.526,-43.4926,39.1138,-169.4247,60.0,0.0028,145.5242,0.0718,54.3393
253.4988,202.5244,-43.1879,38.9245,-168.3345,60.0,0.0008,62.4212,0.2726,-114.6602
253.5318,202.55,-42.864,39.0986,-168.5098,60.0,0.0018,6.4829,0.0895,-129.0777
253.5658,202.5381,-42.5602,38.806,-167.3677,60.0,0.002,-25.9507,0.1343,-154.9804
253.5988,202.5658,-42.2489,38.4091,-166.6826,60.0,0.0008,-29.7625,0.1296,76.6749
253.6318,202.5542,-41.9433,37.6238,-165.5933,60.0,0.0038,68.9473,0.0569,-149.0652
253.6658,202.547,-41.6555,36.7704,-163.7654,60.0,0.0038,51.3565,0.0785,101.9755
253.6988,202.5655,-41.3599,35.7872,-163.267,60.0,0.0027,-34.2858,0.2246,154.9941
253.7318,202.5518,-41.0896,35.2394,-161.0624,60.0,0.0028,-128.0151,0.1361,-8.1707
253.7658,202.5582,-40.817,33.8852,-159.0216,60.0,0.0007,-135.4569,0.0311,-79.9825
253.7988,202.5537,-40.5534,32.6726,-155.3894,60.0,0.0026,131.5088,0.2734,-174.8161
253.8318,202.5594,-40.3055,31.1406,-151.8989,60.0,0.0015,-153.1487,0.126,147.4356
253.8658,202.5555,-40.0755,29.9471,-147.068,60.0,0.0004,161.6934,0.0877,89.7896
253.8988,202.554,-39.8496,28.0629,-141.1976,60.0,0.0021,-12.2409,0.0661,81.0966
253.9318,202.5413,-39.6377,27.1006,-134.1759,60.0,0.001,39.8457,0.1938,-0.9068
253.9658,202.5432,-39.4485,26.3637,-125.3862,60.0,0.0028,-112.9344,0.0676,125.4329
253.9988,202.5505,-39.2537,25.9892,-118.3665,60.0,0.0025,-80.3007,0.2879,-114.9771
254.0318,202.5275,-39.0869,26.6726,-107.7302,60.0,0.002,-152.2506,0.1156,150.1398
254.0658,202.5427,-38.9122,27.0156,-99.9923,60.0,0.0032,-64.3516,0.2273,-158.8398
254.0988,202.5314,-38.7574,28.6037,-91.5129,60.0,0.0008,24.8399,0.0741,-179.5903
254.1318,202.5107,-38.6303,30.9625,-83.4458,60.0,0.0058,59.7655,0.3723,-154.9566
254.1658,202.5334,-38.4781,33.4011,-77.9428,60.0,0.0037,29.4337,0.1065,132.4512
254.1988,202.5022,-38.351,36.7105,-71.8693,60.0,0.0018,126.9737,0.3503,-130.807
254.2318,202.4896,-38.2388,39.9892,-67.2489,60.0,0.0029,-68.1551,0.2225,-62.2902
254.2658,202.4802,-38.1234,42.9884,-63.5459,60.0,0.0023,-35.0045,0.0402,98.823
254.2988,202.4554,-38.0187,46.5778,-60.3782,60.0,0.0042,-0.8326,0.1287,-139.7892
254.3318,202.4393,-37.9149,50.076,-57.7627,60.0,0.0032,-63.9926,0.068,173.8665
254.3658,202.4203,-37.815,53.3279,-55.9525,60.0,0.0029,48.9158,0.3321,134.2976
254.3988,202.3979,-37.7241,57.2189,-53.9923,60.0,0.0042,-153.6831,0.1569,-170.1094
254.4318,202.3859,-37.6325,60.9802,-51.8671,60.0,0.001,142.317,0.3823,136.2976
254.4658,202.3691,-37.5333,63.738,-50.708,60.0,0.0037,-0.4378,0.1827,103.1511
254.4988,202.3565,-37.4407,67.0482,-49.5385,60.0,0.0033,-21.8016,0.0731,-50.5099
254.5318,202.352,-37.3429,69.367,-48.5888,60.0,0.0008,176.9699,0.1135,-95.6825
254.5658,202.3419,-37.236,72.2632,-47.5944,60.0,0.0025,14.5409,0.2026,101.498
254.5988,202.3336,-37.131,74.709,-46.8088,60.0,0.0018,130.4751,0.1485,56.4579
254.6318,202.3386,-37.0266,76.9834,-46.0027,60.0,0.0045,54.7353,0.1397,-88.0876
254.6658,202.3166,-36.925,78.9791,-45.6167,60.0,0.0016,82.4415,0.1312,-116.379
254.6988,202.3096,-36.8176,81.1376,-45.1247,60.0,0.0024,-152.0134,0.1028,159.7867
254.7318,202.2991,-36.7014,82.6235,-44.6386,60.0,0.0018,-176.4551,0.1281,-36.7057
254.7658,202.2866,-36.5912,84.0815,-44.3229,60.0,0.0032,161.5169,0.0795,71.8026
254.7988,202.2705,-36.4818,85.6792,-43.8652,60.0,0.0007,-152.6417,0.2532,179.4028
254.8318,202.2707,-36.3615,87.3241,-43.4195,60.0,0.0028,39.6986,0.2017,-9.4686
254.8658,202.277,-36.2291,88.4799,-43.2451,60.0,0.002,81.4748,0.1393,77.5296
254.8988,202.2731,-36.0981,89.5899,-42.8479,60.0,0.0033,-46.0983,0.1288,124.1758
254.9318,202.2751,-35.9603,90.4428,-42.7852,60.0,0.0014,150.4199,0.1751,-113.5265
254.9658,202.2745,-35.8118,91.282,-42.6131,60.0,0.0024,71.248,0.1411,79.0594
254.9988,202.2849,-35.6561,91.6349,-42.2461,60.0,0.004,139.9946,0.2181,159.8507
255.0318,202.2884,-35.4906,91.7152,-41.9673,60.0,0.0024,99.5201,0.1267,-33.4051
255.0658,202.2895,-35.3316,92.3309,-42.0218,60.0,0.0016,73.9181,0.1134,-160.901
255.0988,202.3067,-35.1464,92.7218,-41.874,60.0,0.0018,-133.8867,0.0919,-127.7212
255.1318,202.3154,-34.9567,93.0505,-41.5707,60.0,0.0029,116.6976,0.0683,65.0972
255.1658,202.3212,-34.7735,93.1222,-41.447,60.0,0.004,103.786,0.0823,-97.7289
255.1988,202.329,-34.5841,93.3068,-41.3596,60.0,0.0052,-19.9103,0.1895,-61.2945
255.2318,202.3475,-34.3792,93.5557,-40.9624,60.0,0.0034,-119.9718,0.0272,-80.3084
255.2658,202.3651,-34.1626,93.2827,-40.8737,60.0,0.0041,-172.1699,0.0118,-34.6268
255.2988,202.3658,-33.9549,93.6474,-40.8251,60.0,0.0034,-36.9447,0.218,-157.412
255.3318,202.3896,-33.7307,93.588,-40.4766,60.0,0.0023,-24.599,0.0533,157.6488
255.3658,202.4119,-33.4887,93.1799,-40.2896,60.0,0.0023,-131.1617,0.1565,84.2021
255.3988,202.4148,-33.2508,92.9692,-40.4466,60.0,0.0038,-154.2281,0.2412,135.9064
255.4318,202.4443,-32.9981,92.4646,-40.0972,60.0,0.0018,14.3972,0.1792,-164.7402
255.4658,202.4446,-32.745,92.392,-40.1402,60.0,0.0005,69.5454,0.1359,-20.654
255.4988,202.4692,-32.4726,91.9734,-39.9663,60.0,0.0021,-131.2364,0.0539,9.203
255.5318,202.473,-32.1957,91.2674,-39.7664,60.0,0.0013,-85.8936,0.1487,72.2348
255.5658,202.4925,-31.9244,91.113,-39.6186,60.0,0.0027,105.4074,0.0522,107.4178
255.5988,202.5106,-31.6333,91.0948,-39.486,60.0,0.0016,-175.1067,0.3386,155.467
255.6318,202.5094,-31.3412,90.4586,-39.4831,60.0,0.0058,122.1851,0.0486,89.4179
255.6658,202.5238,-31.0388,89.9259,-39.1022,60.0,0.0022,24.8993,0.1302,-72.1497
255.6988,202.5285,-30.7379,89.6454,-39.0164,60.0,0.005,123.9864,0.1676,109.363
255.7318,202.5184,-30.4341,89.7465,-38.7192,60.0,0.0009,-105.945,0.1977,91.9473
255.7658,202.5299,-30.1238,89.6914,-38.6176,60.0,0.0014,4.6204,0.1552,115.438
255.7988,202.5305,-29.8057,89.7238,-38.4361,60.0,0.0034,-154.3127,0.0474,82.5284
255.8318,202.5465,-29.4838,89.5932,-38.159,60.0,0.002,130.1705,0.006,104.3478
255.8658,202.53,-29.1733,89.5971,-37.8405,60.0,0.0036,-160.1741,0.1988,155.4741
255.8988,202.5387,-28.8465,89.5467,-37.573,60.0,0.0015,-108.7688,0.1665,-116.374
255.9318,202.5414,-28.5117,89.2576,-37.2641,60.0,0.004,150.8506,0.1103,52.5588
255.9658,202.5409,-28.1878,89.3696,-36.9746,60.0,0.0037,-142.2903,0.151,-163.157
255.9988,202.5435,-27.8557,88.9143,-36.6053,60.0,0.003,-14.558,0.214,173.5517
256.0318,202.537,-27.5227,89.436,-36.2278,60.0,0.0035,-126.565,0.3064,23.0751
256.0658,202.5301,-27.1915,89.5145,-35.8733,60.0,0.0035,137.0179,0.0428,129.0164
256.0988,202.5373,-26.8595,89.4164,-35.5602,60.0,0.0031,-179.1319,0.0829,-128.4565
256.1318,202.5338,-26.5328,90.1245,-35.3092,60.0,0.0009,-131.8902,0.1136,56.8387
256.1658,202.5321,-26.196,90.1246,-34.741,60.0,0.0016,140.9512,0.1535,95.1166
256.1988,202.5195,-25.8695,90.85,-34.2777,60.0,0.0031,-151.5314,0.0654,-155.8952
256.2318,202.5196,-25.5474,91.2667,-34.0025,60.0,0.0018,165.3523,0.0935,-154.6154
256.2658,202.5031,-25.2286,91.9805,-33.3772,60.0,0.0032,-171.0737,0.1285,109.064
256.2988,202.4932,-24.907,92.4895,-33.0749,60.0,0.0039,142.0432,0.1643,146.0267
256.3318,202.4822,-24.5906,93.1791,-32.522,60.0,0.0018,162.4803,0.105,-144.2023
256.3658,202.4768,-24.2833,94.1963,-32.0291,60.0,0.002,-49.5259,0.2694,-26.2288
256.3988,202.4796,-23.9638,94.7226,-31.7764,60.0,0.0001,-151.8809,0.0105,-137.1422
256.4318,202.4567,-23.6508,95.3608,-31.1271,60.0,0.0013,-110.607,0.1533,175.5096
256.4658,202.4622,-23.3324,96.1262,-30.7544,60.0,0.0047,-57.1237,0.08,-66.0678
256.4988,202.4465,-23.0209,96.7637,-30.3463,60.0,0.0038,174.9595,0.1135,-122.8173
256.5318,202.4487,-22.7144,97.0495,-29.9353,60.0,0.0013,125.6196,0.0679,-168.2854
256.5658,202.4413,-22.398,97.5193,-29.6364,60.0,0.0014,-179.4175,0.0995,79.0849
256.5988,202.4237,-22.0992,97.5837,-29.3068,60.0,0.0025,146.6822,0.1037,-175.7188
256.6318,202.4025,-21.8063,98.3929,-28.9116,60.0,0.0029,-177.7805,0.0819,-159.4659
256.6658,202.4078,-21.5036,98.8251,-28.4268,60.0,0.0021,71.1684,0.1117,34.532
256.6988,202.3934,-21.2001,99.3405,-28.1483,60.0,0.0021,164.4636,0.0701,-172.1915
256.7318,202.385,-20.9025,99.5914,-27.7722,60.0,0.0054,112.086,0.0487,-177.3462
256.7658,202.3776,-20.6128,99.5889,-27.3075,60.0,0.0031,69.031,0.1989,51.7275
256.7988,202.3733,-20.3216,100.1173,-27.2428,60.0,0.0032,-95.2139,0.0985,140.4408
256.8318,202.3703,-20.0219,100.2701,-26.7353,60.0,0.0041,-58.0462,0.2189,16.1596
256.8658,202.3732,-19.7198,100.4308,-26.3523,60.0,0.0008,-169.2136,0.0357,35.4449
256.8988,202.3658,-19.4332,100.914,-26.0114,60.0,0.0039,-92.8824,0.2343,-119.6547
256.9318,202.3705,-19.138,100.6127,-25.6885,60.0,0.0025,148.6319,0.0421,122.9631
256.9658,202.3754,-18.8399,100.4657,-25.3366,60.0,0.0038,-67.4954,0.1684,60.4895
256.9988,202.3708,-18.5458,100.9519,-25.0337,60.0,0.0048,-58.5529,0.1561,155.6563
257.0318,202.3593,-18.2629,100.7913,-24.804,60.0,0.0036,-133.4415,0.3237,5.5189
257.0658,202.3742,-17.9739,100.9197,-24.4592,60.0,0.003,-135.6145,0.0453,-41.7625
257.0988,202.3768,-17.6729,101.0557,-24.1218,60.0,0.0032,-109.4582,0.0982,1.0834
257.1318,202.3588,-17.3924,101.4479,-23.9197,60.0,0.0015,-38.6477,0.0965,85.4503
257.1658,202.3743,-17.1026,101.097,-23.4839,60.0,0.0029,-164.1047,0.1134,-146.0651
257.1988,202.3514,-16.8223,101.5421,-23.3047,60.0,0.0021,18.3507,0.1398,-155.3252
257.2318,202.3506,-16.5419,102.1589,-22.9289,60.0,0.0027,14.6979,0.1085,177.3444
257.2658,202.3445,-16.2546,102.3705,-22.6576,60.0,0.0024,84.6241,0.1228,16.518
257.2988,202.3339,-15.9842,102.8898,-22.4475,60.0,0.0014,178.4496,0.2012,-142.8703
257.3318,202.3612,-15.6906,102.7394,-22.1016,60.0,0.0013,-128.6385,0.1035,-86.4812
257.3658,202.3433,-15.4024,103.7988,-21.7035,60.0,0.0021,-160.5103,0.3276,115.3037
257.3988,202.3385,-15.122,104.0837,-21.3435,60.0,0.001,170.3977,0.0593,85.0649
257.4318,202.3431,-14.8364,104.0403,-20.9663,60.0,0.0027,114.1634,0.1567,125.5101
257.4658,202.338,-14.5533,104.4838,-20.5756,60.0,0.0041,43.2321,0.1893,43.0098
257.4988,202.3377,-14.2655,104.8563,-20.0363,60.0,0.001,69.8891,0.1505,-164.2873
257.5318,202.3213,-13.9801,105.7905,-19.8086,60.0,0.0017,56.2531,0.068,-26.5001
257.5658,202.3304,-13.6963,106.0186,-19.5906,60.0,0.0034,142.7496,0.1335,139.111
257.5988,202.3268,-13.4055,106.643,-19.1166,60.0,0.0011,68.2225,0.0798,-174.2242
257.6318,202.3235,-13.1162,106.9178,-18.8212,60.0,0.0026,-41.0529,0.1489,-143.578
257.6658,202.3156,-12.8273,107.9387,-18.5363,60.0,0.0028,54.8598,0.2074,-148.3308
257.6988,202.297,-12.5532,108.5193,-17.9742,60.0,0.0025,-90.4319,0.1096,163.7243
257.7318,202.3139,-12.2543,108.7443,-17.6761,60.0,0.0011,168.6954,0.0679,105.9551
257.7658,202.2979,-11.9611,109.5683,-17.4609,60.0,0.0022,-129.9595,0.1945,136.4638
257.7988,202.3094,-11.6678,109.9901,-17.1833,60.0,0.0007,-13.2736,0.2327,-162.5335
257.8318,202.2982,-11.3744,110.4158,-16.722,60.0,0.0042,-114.9452,0.1123,-147.219
257.8658,202.2871,-11.0852,110.7629,-16.4455,60.0,0.0012,-104.8297,0.0062,44.7779
257.8988,202.3037,-10.7751,111.0702,-15.9149,60.0,0.0013,-3.198,0.3372,-164.8223
